UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
113619	paperref:3851	paperref:760	|	exists=NOTEXIST:P=1.0,0.0
111705	paperref:1473	paperref:2615	|
110610	paperref:1197	paperref:1953	|	exists=NOTEXIST:P=1.0,0.0
107157	paperref:1880	paperref:3329	|
96447	paperref:1751	paperref:1752	|
88204	paperref:1136	paperref:4537	|
115206	paperref:1166	paperref:1968	|
93850	paperref:257	paperref:5321	|	exists=NOTEXIST:P=1.0,0.0
86880	paperref:602	paperref:3828	|
119302	paperref:3773	paperref:3422	|	exists=NOTEXIST:P=1.0,0.0
79737	paperref:3352	paperref:5333	|	exists=NOTEXIST:P=1.0,0.0
114945	paperref:4406	paperref:1915	|
79964	paperref:1486	paperref:203	|
89138	paperref:1755	paperref:648	|
121254	paperref:3073	paperref:70	|	exists=NOTEXIST:P=1.0,0.0
133281	paperref:4942	paperref:4945	|	exists=EXIST:P=0.0,1.0
114290	paperref:4555	paperref:5224	|
130587	paperref:3875	paperref:1167	|
104644	paperref:646	paperref:3840	|
99169	paperref:3838	paperref:605	|
77958	paperref:3550	paperref:4391	|
103034	paperref:5268	paperref:3844	|
92771	paperref:2929	paperref:1632	|	exists=NOTEXIST:P=1.0,0.0
110328	paperref:3846	paperref:4247	|
114072	paperref:1906	paperref:2571	|
129680	paperref:1171	paperref:4260	|
102661	paperref:650	paperref:4799	|
113535	paperref:4257	paperref:3851	|
88659	paperref:2309	paperref:2440	|
121953	paperref:607	paperref:2556	|
113487	paperref:3851	paperref:3244	|	exists=NOTEXIST:P=1.0,0.0
75398	paperref:5330	paperref:267	|
106001	paperref:5364	paperref:1461	|
106329	paperref:578	paperref:4795	|	exists=NOTEXIST:P=1.0,0.0
104732	paperref:610	paperref:3331	|	exists=NOTEXIST:P=1.0,0.0
123580	paperref:4883	paperref:3666	|	exists=NOTEXIST:P=1.0,0.0
114365	paperref:4702	paperref:1903	|	exists=NOTEXIST:P=1.0,0.0
80571	paperref:5335	paperref:4598	|	exists=NOTEXIST:P=1.0,0.0
133044	paperref:2192	paperref:1638	|
80512	paperref:2021	paperref:546	|
105279	paperref:3873	paperref:4881	|
128923	paperref:3665	paperref:2555	|
87375	paperref:3829	paperref:4805	|
92800	paperref:2929	paperref:597	|
121339	paperref:753	paperref:601	|
109222	paperref:5213	paperref:5646	|
103321	paperref:785	paperref:1745	|
125822	paperref:69	paperref:67	|
102205	paperref:547	paperref:3905	|
129979	paperref:5420	paperref:1452	|	exists=NOTEXIST:P=1.0,0.0
124312	paperref:4251	paperref:959	|	exists=NOTEXIST:P=1.0,0.0
83601	paperref:4170	paperref:645	|	exists=NOTEXIST:P=1.0,0.0
105709	paperref:3900	paperref:544	|
97607	paperref:3834	paperref:1539	|
98878	paperref:5464	paperref:4747	|
123669	paperref:4600	paperref:5171	|	exists=NOTEXIST:P=1.0,0.0
75856	paperref:3972	paperref:1147	|
125377	paperref:4694	paperref:4367	|
76352	paperref:2179	paperref:3871	|	exists=NOTEXIST:P=1.0,0.0
123127	paperref:4190	paperref:1938	|
130827	paperref:3947	paperref:3450	|
99006	paperref:2559	paperref:599	|	exists=NOTEXIST:P=1.0,0.0
89038	paperref:106	paperref:4651	|	exists=NOTEXIST:P=1.0,0.0
95015	paperref:4754	paperref:5463	|
118449	paperref:3423	paperref:3243	|	exists=NOTEXIST:P=1.0,0.0
108975	paperref:3851	paperref:549	|
133034	paperref:2193	paperref:2187	|	exists=EXIST:P=0.0,1.0
97497	paperref:4336	paperref:1274	|
119885	paperref:4592	paperref:761	|
110098	paperref:1717	paperref:1239	|
117747	paperref:497	paperref:1546	|	exists=NOTEXIST:P=1.0,0.0
131044	paperref:4798	paperref:4799	|
111076	paperref:1532	paperref:2187	|
104573	paperref:3125	paperref:3840	|
76442	paperref:1076	paperref:1964	|
108094	paperref:1253	paperref:203	|	exists=NOTEXIST:P=1.0,0.0
124897	paperref:5223	paperref:1329	|
103488	paperref:3908	paperref:3621	|
121767	paperref:752	paperref:1637	|
77515	paperref:4242	paperref:1403	|
116790	paperref:576	paperref:4294	|
93012	paperref:4165	paperref:2686	|
108518	paperref:4636	paperref:1919	|
105604	paperref:1128	paperref:3037	|	exists=NOTEXIST:P=1.0,0.0
94465	paperref:4542	paperref:549	|
84364	paperref:5567	paperref:4257	|
85102	paperref:4654	paperref:1903	|
126937	paperref:4244	paperref:70	|	exists=NOTEXIST:P=1.0,0.0
108662	paperref:4871	paperref:1277	|
115584	paperref:3250	paperref:2558	|
133641	paperref:2700	paperref:2703	|
111976	paperref:2692	paperref:2027	|
80698	paperref:2923	paperref:4545	|
91475	paperref:4971	paperref:5282	|
125880	paperref:4259	paperref:1057	|
81754	paperref:222	paperref:2804	|
84772	paperref:4257	paperref:443	|
91990	paperref:4798	paperref:4537	|
90234	paperref:1133	paperref:3495	|
98091	paperref:3835	paperref:3246	|
86374	paperref:3124	paperref:3827	|
78194	paperref:4	paperref:3611	|
82140	paperref:20	paperref:2797	|
78163	paperref:5270	paperref:3898	|
132987	paperref:1307	paperref:1632	|	exists=NOTEXIST:P=1.0,0.0
78931	paperref:1933	paperref:3063	|
127946	paperref:1712	paperref:256	|	exists=NOTEXIST:P=1.0,0.0
95601	paperref:3	paperref:3530	|
80744	paperref:4545	paperref:2687	|
118827	paperref:3240	paperref:1304	|
98396	paperref:5135	paperref:1475	|
113716	paperref:840	paperref:4296	|
81588	paperref:5456	paperref:3902	|
79780	paperref:4543	paperref:2773	|	exists=NOTEXIST:P=1.0,0.0
125340	paperref:4254	paperref:3877	|
105381	paperref:4880	paperref:1058	|
90554	paperref:3831	paperref:4800	|
128642	paperref:610	paperref:612	|
125128	paperref:4255	paperref:4260	|
77322	paperref:3976	paperref:773	|
107665	paperref:4367	paperref:3494	|	exists=NOTEXIST:P=1.0,0.0
102438	paperref:3845	paperref:4245	|	exists=NOTEXIST:P=1.0,0.0
134065	paperref:1380	paperref:2706	|
99404	paperref:3838	paperref:5116	|
117683	paperref:896	paperref:822	|
112926	paperref:622	paperref:1006	|
134514	paperref:2759	paperref:2757	|
90591	paperref:3831	paperref:452	|
130129	paperref:797	paperref:1037	|
93960	paperref:4541	paperref:4804	|
116979	paperref:808	paperref:5474	|
122922	paperref:2707	paperref:3023	|
103885	paperref:3107	paperref:1940	|
88843	paperref:597	paperref:5064	|	exists=NOTEXIST:P=1.0,0.0
134383	paperref:4244	paperref:3897	|
119056	paperref:757	paperref:1708	|	exists=NOTEXIST:P=1.0,0.0
119918	paperref:564	paperref:565	|
122298	paperref:3420	paperref:2204	|
88447	paperref:650	paperref:1137	|
84746	paperref:3851	paperref:443	|
115967	paperref:1880	paperref:2559	|
125281	paperref:3664	paperref:4254	|
81864	paperref:3618	paperref:4539	|
106451	paperref:206	paperref:3851	|
100399	paperref:597	paperref:3328	|	exists=NOTEXIST:P=1.0,0.0
75471	paperref:4103	paperref:3104	|	exists=NOTEXIST:P=1.0,0.0
90307	paperref:1133	paperref:2692	|
77905	paperref:2804	paperref:2870	|
84597	paperref:2944	paperref:4653	|
94290	paperref:302	paperref:1617	|
95312	paperref:2380	paperref:5638	|
83827	paperref:4550	paperref:3127	|	exists=NOTEXIST:P=1.0,0.0
86013	paperref:1050	paperref:5450	|
105942	paperref:3900	paperref:3902	|
91334	paperref:3830	paperref:2688	|
88904	paperref:1499	paperref:1138	|
79749	paperref:4543	paperref:3904	|
124582	paperref:979	paperref:1199	|	exists=NOTEXIST:P=1.0,0.0
85462	paperref:274	paperref:3304	|
99102	paperref:2297	paperref:599	|
108058	paperref:1170	paperref:203	|
88161	paperref:1136	paperref:546	|	exists=NOTEXIST:P=1.0,0.0
80391	paperref:4	paperref:1408	|
76713	paperref:1188	paperref:4316	|
127316	paperref:419	paperref:1716	|	exists=NOTEXIST:P=1.0,0.0
112473	paperref:4248	paperref:2690	|
77035	paperref:421	paperref:1075	|
112368	paperref:3039	paperref:1919	|
96085	paperref:4999	paperref:5001	|
116372	paperref:296	paperref:5487	|
99762	paperref:598	paperref:2188	|
121008	paperref:609	paperref:3662	|
121733	paperref:4261	paperref:752	|	exists=NOTEXIST:P=1.0,0.0
105431	paperref:4880	paperref:990	|
126829	paperref:5024	paperref:5224	|
102110	paperref:803	paperref:1641	|
114725	paperref:4783	paperref:1939	|
88839	paperref:5064	paperref:598	|
84737	paperref:602	paperref:443	|
112555	paperref:3878	paperref:4136	|
91118	paperref:664	paperref:3531	|
107403	paperref:3419	paperref:4257	|
82960	paperref:603	paperref:524	|
89712	paperref:759	paperref:3832	|	exists=NOTEXIST:P=1.0,0.0
92297	paperref:5326	paperref:5325	|
129130	paperref:1041	paperref:2819	|
130787	paperref:1996	paperref:762	|	exists=NOTEXIST:P=1.0,0.0
78186	paperref:3839	paperref:5270	|
128374	paperref:495	paperref:3367	|	exists=NOTEXIST:P=1.0,0.0
111546	paperref:1533	paperref:3849	|
134445	paperref:2292	paperref:2181	|	exists=NOTEXIST:P=1.0,0.0
134437	paperref:2296	paperref:5224	|
99273	paperref:3838	paperref:4253	|	exists=NOTEXIST:P=1.0,0.0
83786	paperref:3839	paperref:1490	|	exists=NOTEXIST:P=1.0,0.0
131337	paperref:5072	paperref:1853	|
128292	paperref:4589	paperref:1998	|	exists=NOTEXIST:P=1.0,0.0
123108	paperref:4694	paperref:1938	|	exists=NOTEXIST:P=1.0,0.0
125630	paperref:2333	paperref:2334	|
130165	paperref:3334	paperref:2181	|
94171	paperref:1312	paperref:596	|	exists=NOTEXIST:P=1.0,0.0
81589	paperref:4541	paperref:5456	|
82782	paperref:3845	paperref:3399	|	exists=NOTEXIST:P=1.0,0.0
77088	paperref:3171	paperref:1133	|	exists=NOTEXIST:P=1.0,0.0
130365	paperref:3874	paperref:5607	|	exists=NOTEXIST:P=1.0,0.0
94946	paperref:3531	paperref:1521	|
124476	paperref:4893	paperref:256	|
119449	paperref:3579	paperref:3241	|
77232	paperref:1098	paperref:5054	|
104025	paperref:1531	paperref:3909	|	exists=NOTEXIST:P=1.0,0.0
115163	paperref:5448	paperref:2086	|
93826	paperref:3983	paperref:5083	|
109873	paperref:5589	paperref:2813	|	exists=NOTEXIST:P=1.0,0.0
81930	paperref:3618	paperref:647	|
113818	paperref:3850	paperref:4262	|
93630	paperref:941	paperref:4243	|
91686	paperref:5328	paperref:3905	|	exists=NOTEXIST:P=1.0,0.0
124454	paperref:1422	paperref:262	|
134267	paperref:255	paperref:257	|
132855	paperref:2197	paperref:1175	|
121837	paperref:3870	paperref:3421	|	exists=NOTEXIST:P=1.0,0.0
85751	paperref:1219	paperref:1187	|
79295	paperref:3874	paperref:1878	|
105065	paperref:2586	paperref:5419	|	exists=NOTEXIST:P=1.0,0.0
100474	paperref:653	paperref:545	|
94718	paperref:595	paperref:2297	|	exists=NOTEXIST:P=1.0,0.0
76578	paperref:4102	paperref:3832	|
120700	paperref:3243	paperref:3334	|	exists=NOTEXIST:P=1.0,0.0
98170	paperref:3835	paperref:3493	|
87986	paperref:940	paperref:1136	|	exists=NOTEXIST:P=1.0,0.0
131945	paperref:2540	paperref:145	|	exists=NOTEXIST:P=1.0,0.0
100625	paperref:428	paperref:610	|
114796	paperref:3622	paperref:552	|
122600	paperref:3247	paperref:3875	|	exists=NOTEXIST:P=1.0,0.0
86689	paperref:3549	paperref:4391	|
99837	paperref:3839	paperref:3907	|
98241	paperref:3835	paperref:3871	|	exists=NOTEXIST:P=1.0,0.0
93145	paperref:1869	paperref:2587	|
93920	paperref:4222	paperref:5075	|
85969	paperref:5120	paperref:5116	|
95696	paperref:3139	paperref:3698	|
102523	paperref:3106	paperref:3898	|
94114	paperref:3424	paperref:596	|	exists=NOTEXIST:P=1.0,0.0
108890	paperref:4695	paperref:2267	|	exists=NOTEXIST:P=1.0,0.0
129649	paperref:1567	paperref:1568	|	exists=EXIST:P=0.0,1.0
126582	paperref:5479	paperref:1942	|
90347	paperref:1537	paperref:3831	|
124399	paperref:1619	paperref:3773	|
83267	paperref:1491	paperref:4374	|
94858	paperref:4648	paperref:4781	|
130334	paperref:1244	paperref:3119	|
88816	paperref:5064	paperref:3417	|
117216	paperref:5009	paperref:1962	|
119424	paperref:5603	paperref:3241	|	exists=NOTEXIST:P=1.0,0.0
92943	paperref:4535	paperref:3849	|	exists=NOTEXIST:P=1.0,0.0
102687	paperref:3906	paperref:2553	|
107732	paperref:112	paperref:1346	|	exists=NOTEXIST:P=1.0,0.0
106320	paperref:3783	paperref:4795	|
76617	paperref:4102	paperref:2797	|	exists=NOTEXIST:P=1.0,0.0
120413	paperref:3424	paperref:1703	|
107527	paperref:548	paperref:2686	|
122431	paperref:606	paperref:2293	|
119655	paperref:756	paperref:5225	|
92809	paperref:4535	paperref:3843	|	exists=NOTEXIST:P=1.0,0.0
82269	paperref:3619	paperref:4802	|
128917	paperref:1708	paperref:2555	|
85906	paperref:1219	paperref:4952	|	exists=NOTEXIST:P=1.0,0.0
91341	paperref:3873	paperref:3830	|
95152	paperref:593	paperref:592	|
87170	paperref:484	paperref:2672	|
91533	paperref:4538	paperref:70	|
91094	paperref:4245	paperref:1134	|	exists=NOTEXIST:P=1.0,0.0
81962	paperref:3618	paperref:645	|	exists=NOTEXIST:P=1.0,0.0
92498	paperref:5213	paperref:1497	|
113723	paperref:1175	paperref:4070	|	exists=NOTEXIST:P=1.0,0.0
127175	paperref:2838	paperref:4247	|
132297	paperref:1634	paperref:2110	|
110675	paperref:3847	paperref:3247	|
103927	paperref:3107	paperref:649	|
89188	paperref:3833	paperref:801	|
90638	paperref:1538	paperref:5068	|
127427	paperref:550	paperref:3897	|
108756	paperref:464	paperref:5584	|
104340	paperref:3244	paperref:3332	|	exists=NOTEXIST:P=1.0,0.0
84427	paperref:5319	paperref:3823	|	exists=NOTEXIST:P=1.0,0.0
132949	paperref:2106	paperref:1170	|
83059	paperref:3668	paperref:927	|
78858	paperref:373	paperref:375	|
75392	paperref:2175	paperref:2176	|
125300	paperref:4254	paperref:2291	|
124446	paperref:4021	paperref:2109	|
118088	paperref:4243	paperref:644	|
125918	paperref:4259	paperref:2298	|	exists=NOTEXIST:P=1.0,0.0
77145	paperref:1514	paperref:5643	|
97235	paperref:4600	paperref:3837	|	exists=NOTEXIST:P=1.0,0.0
78240	paperref:3405	paperref:376	|	exists=NOTEXIST:P=1.0,0.0
87094	paperref:3828	paperref:4979	|
112861	paperref:4135	paperref:2558	|
109255	paperref:464	paperref:5585	|
77626	paperref:3064	paperref:4993	|	exists=NOTEXIST:P=1.0,0.0
111909	paperref:3849	paperref:4801	|
122573	paperref:3247	paperref:4260	|
116628	paperref:2685	paperref:3138	|
104822	paperref:4789	paperref:4790	|
91389	paperref:3838	paperref:3830	|
117598	paperref:897	paperref:1723	|
113659	paperref:805	paperref:3851	|
126419	paperref:1257	paperref:1259	|	exists=EXIST:P=0.0,1.0
102274	paperref:3841	paperref:3845	|
88080	paperref:940	paperref:3902	|
92265	paperref:4167	paperref:3899	|
125534	paperref:4257	paperref:4258	|
82738	paperref:926	paperref:3875	|
122072	paperref:2556	paperref:3246	|
111487	paperref:654	paperref:3898	|	exists=NOTEXIST:P=1.0,0.0
130964	paperref:3878	paperref:1636	|	exists=NOTEXIST:P=1.0,0.0
113264	paperref:1112	paperref:4613	|	exists=NOTEXIST:P=1.0,0.0
128158	paperref:5635	paperref:5224	|
117583	paperref:896	paperref:897	|
129353	paperref:1393	paperref:275	|
98191	paperref:3835	paperref:3249	|
105971	paperref:3900	paperref:3898	|
77404	paperref:2022	paperref:546	|
76558	paperref:4102	paperref:3105	|
102554	paperref:1098	paperref:1097	|
127320	paperref:1394	paperref:1716	|
121041	paperref:2180	paperref:609	|
79541	paperref:1489	paperref:3832	|	exists=NOTEXIST:P=1.0,0.0
130984	paperref:3946	paperref:3944	|
127018	paperref:1940	paperref:1251	|
95159	paperref:5137	paperref:593	|
83203	paperref:3398	paperref:111	|
131953	paperref:5604	paperref:959	|
88017	paperref:940	paperref:3909	|
85877	paperref:1219	paperref:4980	|
122925	paperref:1668	paperref:3023	|	exists=NOTEXIST:P=1.0,0.0
93295	paperref:2506	paperref:306	|
108654	paperref:4871	paperref:3014	|	exists=NOTEXIST:P=1.0,0.0
96713	paperref:3836	paperref:4595	|
123075	paperref:4599	paperref:761	|
127037	paperref:1940	paperref:5172	|
90337	paperref:3831	paperref:3242	|	exists=NOTEXIST:P=1.0,0.0
104904	paperref:1704	paperref:315	|	exists=NOTEXIST:P=1.0,0.0
96745	paperref:3836	paperref:2689	|
90275	paperref:1133	paperref:649	|	exists=NOTEXIST:P=1.0,0.0
117493	paperref:1545	paperref:3243	|
130876	paperref:1303	paperref:3877	|
96142	paperref:5072	paperref:4225	|
92641	paperref:4168	paperref:3848	|	exists=NOTEXIST:P=1.0,0.0
89198	paperref:3833	paperref:603	|
134221	paperref:4826	paperref:4827	|
96795	paperref:3836	paperref:762	|
117636	paperref:1635	paperref:3102	|
77567	paperref:1403	paperref:3899	|
90437	paperref:4980	paperref:3831	|
83237	paperref:1491	paperref:3498	|
123444	paperref:3082	paperref:601	|	exists=NOTEXIST:P=1.0,0.0
87570	paperref:5453	paperref:3911	|
119947	paperref:3242	paperref:3421	|
84242	paperref:3301	paperref:609	|
89986	paperref:665	paperref:5617	|
127022	paperref:1940	paperref:4694	|
104348	paperref:3332	paperref:3246	|	exists=NOTEXIST:P=1.0,0.0
112603	paperref:1547	paperref:608	|
86526	paperref:1169	paperref:3827	|	exists=NOTEXIST:P=1.0,0.0
118992	paperref:819	paperref:1188	|
88990	paperref:1138	paperref:3849	|	exists=NOTEXIST:P=1.0,0.0
132756	paperref:2759	paperref:1903	|
122522	paperref:3247	paperref:3668	|	exists=NOTEXIST:P=1.0,0.0
85981	paperref:220	paperref:514	|
118308	paperref:1544	paperref:2182	|
84272	paperref:3301	paperref:4253	|
111532	paperref:1533	paperref:5172	|	exists=NOTEXIST:P=1.0,0.0
122579	paperref:3247	paperref:4252	|
90660	paperref:4539	paperref:2690	|
87349	paperref:3829	paperref:3851	|
97074	paperref:454	paperref:457	|
114973	paperref:1473	paperref:2804	|	exists=NOTEXIST:P=1.0,0.0
85245	paperref:1297	paperref:2352	|
88388	paperref:1529	paperref:2851	|	exists=NOTEXIST:P=1.0,0.0
104982	paperref:4190	paperref:1129	|
76825	paperref:1591	paperref:1754	|	exists=NOTEXIST:P=1.0,0.0
120802	paperref:4590	paperref:4597	|
129777	paperref:1638	paperref:2112	|
80619	paperref:2174	paperref:2500	|
84879	paperref:3828	paperref:2396	|
112265	paperref:1243	paperref:2146	|	exists=NOTEXIST:P=1.0,0.0
126683	paperref:5416	paperref:1452	|
91194	paperref:3830	paperref:4595	|	exists=NOTEXIST:P=1.0,0.0
81410	paperref:601	paperref:528	|
110722	paperref:3847	paperref:3127	|
112155	paperref:893	paperref:892	|
94683	paperref:595	paperref:3334	|
126064	paperref:4258	paperref:479	|	exists=NOTEXIST:P=1.0,0.0
116418	paperref:4625	paperref:611	|
134379	paperref:3897	paperref:4247	|
89821	paperref:3832	paperref:4801	|	exists=NOTEXIST:P=1.0,0.0
105803	paperref:4793	paperref:754	|
126891	paperref:3006	paperref:3123	|
91006	paperref:1134	paperref:4537	|
121206	paperref:3244	paperref:2298	|
87288	paperref:3829	paperref:959	|	exists=NOTEXIST:P=1.0,0.0
129994	paperref:1708	paperref:3871	|
81141	paperref:2019	paperref:5436	|	exists=NOTEXIST:P=1.0,0.0
81985	paperref:2677	paperref:995	|	exists=NOTEXIST:P=1.0,0.0
97369	paperref:5224	paperref:3837	|
90162	paperref:2228	paperref:2049	|
107338	paperref:3419	paperref:1251	|	exists=NOTEXIST:P=1.0,0.0
133936	paperref:478	paperref:2297	|
127219	paperref:5478	paperref:5471	|
